submissionid,submissiondatetime,deviceid,username,Survey_Start_Time,Study_Area,Other_Study_Area,User_s_,Plot_ID,Tube_Name,Pre_Survey_Notes,GNSS_Used_,GNSS_Setup,Other_GNSS_Setup,GNSS_Status,GNSS_Height_Rover_to_Snow__cm_,Tare_Weight__g_,Sampling_Design,Type_of_Plot,Point_Observation.Cardinal_Direction,Point_Observation.Distance_From_Centre__m_,Point_Observation.Custom_Distance_From_Centre__m_,Point_Observation.Sample_Type,Point_Observation.Depth__cm_,Point_Observation.Depth__cm_:timestamp,Point_Observation.Number_of_probe_extensions_used_,Point_Observation.Depth_Final__cm_,Point_Observation.Core_Length__cm_,Point_Observation.Plug__cm_,Point_Observation.Mass___Tube__g_,Point_Observation.Multi_Part_Core_,Point_Observation.Multi_Part_Core_Section_Number,Point_Observation.Additional_Measurements.Multi_Part_Core_Section_Number_copy,Point_Observation.Additional_Measurements.New_Depth__cm_,Point_Observation.Additional_Measurements.New_Depth__cm_:timestamp,Point_Observation.Additional_Measurements.Core_Section_Length__cm_,Point_Observation.Additional_Measurements.Plug_,Point_Observation.Additional_Measurements.Mass___Tube,Point_Observation.Core_Length_Final__cm_,Point_Observation.Plot_Features,Point_Observation.Abbreviations,Point_Observation.Core_Features,Point_Observation.Depth_of_Saturation,Point_Observation.Mass_Final__g_,Point_Observation.Depth_Max,Point_Observation.Retrieval____,Point_Observation.SWE__cm_,Point_Observation.Density,Point_Observation.Sample_Rating,Point_Observation.Point_Observation_Notes,Point_Observation.Picture,Snow_Pit_Measurement.Distance_from_centre_of_plot__m_,Snow_Pit_Measurement.Depth_above_ground__cm_,Snow_Pit_Measurement.Temperature___C_,Snow_Pit_Measurement.Density_Notes,Survey_End_TIme
91645433,2024-05-10 19:45:44 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,5/10/2024 10:11,Cruickshank,,Ak bf tm,S2F,CHRL 1,Big disturbance on south due to soft snow. 20-30cm footprint.,,,,,,3430,,,Centre,,,Density,128,5/10/2024 10:20,,,118,0,4060,,,,,,,,,118,O,,,,630,128,92,56.139,0.439,Good,,,,,,,5/10/2024 10:37
91645433,2024-05-10 19:45:44 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,5/10/2024 10:11,Cruickshank,,Ak bf tm,S2F,CHRL 1,Big disturbance on south due to soft snow. 20-30cm footprint.,,,,,,3430,,,E,2.5,,Depth,88,5/10/2024 10:21,0,88,,,,,,,,,,,,,U,,,,,,,,,Good,,,,,,,5/10/2024 10:37
91645433,2024-05-10 19:45:44 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,5/10/2024 10:11,Cruickshank,,Ak bf tm,S2F,CHRL 1,Big disturbance on south due to soft snow. 20-30cm footprint.,,,,,,3430,,,E,5,,Depth,40,5/10/2024 10:22,0,40,,,,,,,,,,,,,U,,,,,,,,,Good,,,,,,,5/10/2024 10:37
91645433,2024-05-10 19:45:44 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,5/10/2024 10:11,Cruickshank,,Ak bf tm,S2F,CHRL 1,Big disturbance on south due to soft snow. 20-30cm footprint.,,,,,,3430,,,E,7.5,,Depth,41,5/10/2024 10:23,0,41,,,,,,,,,,,,,O,,,,,,,,,Good,,,,,,,5/10/2024 10:37
91645433,2024-05-10 19:45:44 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,5/10/2024 10:11,Cruickshank,,Ak bf tm,S2F,CHRL 1,Big disturbance on south due to soft snow. 20-30cm footprint.,,,,,,3430,,,E,10,,Depth,47,5/10/2024 10:23,0,47,,,,,,,,,,,,,O,,,,,,,,,Good,,https://drive.google.com/uc?id=1OqB9BE7SkTimUyDkQ6z0zkCnMLeDyKpO,,,,,5/10/2024 10:37
91645433,2024-05-10 19:45:44 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,5/10/2024 10:11,Cruickshank,,Ak bf tm,S2F,CHRL 1,Big disturbance on south due to soft snow. 20-30cm footprint.,,,,,,3430,,,,,,Density,135,5/10/2024 10:24,,,123,0,4100,,,,,,,,,123,O,,,,670,135,91,59.704,0.442,Good,,,,,,,5/10/2024 10:37
91645433,2024-05-10 19:45:44 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,5/10/2024 10:11,Cruickshank,,Ak bf tm,S2F,CHRL 1,Big disturbance on south due to soft snow. 20-30cm footprint.,,,,,,3430,,,NE,10,,Depth,153,5/10/2024 10:26,0,153,,,,,,,,,,,,,O,,,,,,,,,Good,,,,,,,5/10/2024 10:37
91645433,2024-05-10 19:45:44 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,5/10/2024 10:11,Cruickshank,,Ak bf tm,S2F,CHRL 1,Big disturbance on south due to soft snow. 20-30cm footprint.,,,,,,3430,,,NE,7.5,,Depth,105,5/10/2024 10:26,0,105,,,,,,,,,,,,,O,,,,,,,,,Good,,,,,,,5/10/2024 10:37
91645433,2024-05-10 19:45:44 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,5/10/2024 10:11,Cruickshank,,Ak bf tm,S2F,CHRL 1,Big disturbance on south due to soft snow. 20-30cm footprint.,,,,,,3430,,,NE,5,,Depth,101,5/10/2024 10:26,0,101,,,,,,,,,,,,,O,,,,,,,,,Good,,,,,,,5/10/2024 10:37
91645433,2024-05-10 19:45:44 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,5/10/2024 10:11,Cruickshank,,Ak bf tm,S2F,CHRL 1,Big disturbance on south due to soft snow. 20-30cm footprint.,,,,,,3430,,,NE,2.5,,Depth,117,5/10/2024 10:26,0,117,,,,,,,,,,,,,E,,,,,,,,,Good,,,,,,,5/10/2024 10:37
91645433,2024-05-10 19:45:44 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,5/10/2024 10:11,Cruickshank,,Ak bf tm,S2F,CHRL 1,Big disturbance on south due to soft snow. 20-30cm footprint.,,,,,,3430,,,Centre,,,Depth,135,5/10/2024 10:26,0,135,,,,,,,,,,,,,O,,,,,,,,,Good,,,,,,,5/10/2024 10:37
91645433,2024-05-10 19:45:44 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,5/10/2024 10:11,Cruickshank,,Ak bf tm,S2F,CHRL 1,Big disturbance on south due to soft snow. 20-30cm footprint.,,,,,,3430,,,W,2.5,,Depth,130,5/10/2024 10:27,0,130,,,,,,,,,,,,,O,,,,,,,,,Good,,,,,,,5/10/2024 10:37
91645433,2024-05-10 19:45:44 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,5/10/2024 10:11,Cruickshank,,Ak bf tm,S2F,CHRL 1,Big disturbance on south due to soft snow. 20-30cm footprint.,,,,,,3430,,,W,5,,Depth,76,5/10/2024 10:27,0,76,,,,,,,,,,,,,O,,,,,,,,,Good,,,,,,,5/10/2024 10:37
91645433,2024-05-10 19:45:44 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,5/10/2024 10:11,Cruickshank,,Ak bf tm,S2F,CHRL 1,Big disturbance on south due to soft snow. 20-30cm footprint.,,,,,,3430,,,W,7.5,,Depth,134,5/10/2024 10:28,0,134,,,,,,,,,,,,,O,,,,,,,,,Good,,,,,,,5/10/2024 10:37
91645433,2024-05-10 19:45:44 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,5/10/2024 10:11,Cruickshank,,Ak bf tm,S2F,CHRL 1,Big disturbance on south due to soft snow. 20-30cm footprint.,,,,,,3430,,,W,10,,Depth,125,5/10/2024 10:28,0,125,,,,,,,,,,,,,O,,,,,,,,,Good,,https://drive.google.com/uc?id=1-qAL9ltj32ls0bixhU4dQMwpE9ycJRE6,,,,,5/10/2024 10:37
91645433,2024-05-10 19:45:44 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,5/10/2024 10:11,Cruickshank,,Ak bf tm,S2F,CHRL 1,Big disturbance on south due to soft snow. 20-30cm footprint.,,,,,,3430,,,S,10,,Density,56,5/10/2024 10:28,,,51,0,3780,,,,,,,,,51,U,,,,350,56,91,31.189,0.557,Good,,,,,,,5/10/2024 10:37
91645433,2024-05-10 19:45:44 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,5/10/2024 10:11,Cruickshank,,Ak bf tm,S2F,CHRL 1,Big disturbance on south due to soft snow. 20-30cm footprint.,,,,,,3430,,,SW,10,,Depth,70,5/10/2024 10:30,0,70,,,,,,,,,,,,,U,,,,,,,,,Good,,,,,,,5/10/2024 10:37
91645433,2024-05-10 19:45:44 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,5/10/2024 10:11,Cruickshank,,Ak bf tm,S2F,CHRL 1,Big disturbance on south due to soft snow. 20-30cm footprint.,,,,,,3430,,,SW,7.5,,Depth,61,5/10/2024 10:30,0,61,,,,,,,,,,,,,E,,,,,,,,,Good,,,,,,,5/10/2024 10:37
91645433,2024-05-10 19:45:44 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,5/10/2024 10:11,Cruickshank,,Ak bf tm,S2F,CHRL 1,Big disturbance on south due to soft snow. 20-30cm footprint.,,,,,,3430,,,SW,5,,Depth,121,5/10/2024 10:31,0,121,,,,,,,,,,,,,O,,,,,,,,,Good,,,,,,,5/10/2024 10:37
91645433,2024-05-10 19:45:44 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,5/10/2024 10:11,Cruickshank,,Ak bf tm,S2F,CHRL 1,Big disturbance on south due to soft snow. 20-30cm footprint.,,,,,,3430,,,SW,2.5,,Depth,120,5/10/2024 10:31,0,120,,,,,,,,,,,,,O,,,,,,,,,Good,,,,,,,5/10/2024 10:37
91645433,2024-05-10 19:45:44 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,5/10/2024 10:11,Cruickshank,,Ak bf tm,S2F,CHRL 1,Big disturbance on south due to soft snow. 20-30cm footprint.,,,,,,3430,,,SE,10,,Depth,42,5/10/2024 10:33,0,42,,,,,,,,,,,,,"U,TW",,,,,,,,,Good,,,,,,,5/10/2024 10:37
91645433,2024-05-10 19:45:44 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,5/10/2024 10:11,Cruickshank,,Ak bf tm,S2F,CHRL 1,Big disturbance on south due to soft snow. 20-30cm footprint.,,,,,,3430,,,SE,7.5,,Depth,68,5/10/2024 10:34,0,68,,,,,,,,,,,,,U,,,,,,,,,Good,,,,,,,5/10/2024 10:37
91645433,2024-05-10 19:45:44 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,5/10/2024 10:11,Cruickshank,,Ak bf tm,S2F,CHRL 1,Big disturbance on south due to soft snow. 20-30cm footprint.,,,,,,3430,,,SE,5,,Depth,56,5/10/2024 10:34,0,56,,,,,,,,,,,,,O,,,,,,,,,Good,,,,,,,5/10/2024 10:37
91645433,2024-05-10 19:45:44 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,5/10/2024 10:11,Cruickshank,,Ak bf tm,S2F,CHRL 1,Big disturbance on south due to soft snow. 20-30cm footprint.,,,,,,3430,,,SE,2.5,,Depth,43,5/10/2024 10:34,0,43,,,,,,,,,,,,,E,,,,,,,,,Good,,,,,,,5/10/2024 10:37
91645433,2024-05-10 19:45:44 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,5/10/2024 10:11,Cruickshank,,Ak bf tm,S2F,CHRL 1,Big disturbance on south due to soft snow. 20-30cm footprint.,,,,,,3430,,,NW,10,,Depth,116,5/10/2024 10:37,0,116,,,,,,,,,,,,,O,,,,,,,,,Good,,,,,,,5/10/2024 10:37
91645433,2024-05-10 19:45:44 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,5/10/2024 10:11,Cruickshank,,Ak bf tm,S2F,CHRL 1,Big disturbance on south due to soft snow. 20-30cm footprint.,,,,,,3430,,,NW,7.5,,Depth,98,5/10/2024 10:37,0,98,,,,,,,,,,,,,E,,,,,,,,,Good,,,,,,,5/10/2024 10:37
91645433,2024-05-10 19:45:44 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,5/10/2024 10:11,Cruickshank,,Ak bf tm,S2F,CHRL 1,Big disturbance on south due to soft snow. 20-30cm footprint.,,,,,,3430,,,NW,5,,Depth,135,5/10/2024 10:37,0,135,,,,,,,,,,,,,U,,,,,,,,,Good,,,,,,,5/10/2024 10:37
91645433,2024-05-10 19:45:44 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,5/10/2024 10:11,Cruickshank,,Ak bf tm,S2F,CHRL 1,Big disturbance on south due to soft snow. 20-30cm footprint.,,,,,,3430,,,NW,2.5,,Depth,131,5/10/2024 10:37,0,131,,,,,,,,,,,,,O,,,,,,,,,Good,,,,,,,5/10/2024 10:37
91645432,2024-05-10 19:45:40 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,5/10/2024 9:13,Cruickshank,,Ak bf tm,E3S,CHRL 1,,,,,,,3500,,Cardinal 10 m,S,10,,Depth,206,5/10/2024 9:15,0,206,,,,,,,,,,,,,O,,,,,,,,,Good,,https://drive.google.com/uc?id=1AdTU1SFEEOoC60DvsRY0VGtFM0_W3bq6,,,,,5/10/2024 9:33
91645432,2024-05-10 19:45:40 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,5/10/2024 9:13,Cruickshank,,Ak bf tm,E3S,CHRL 1,,,,,,,3500,,Cardinal 10 m,S,7.5,,Depth,212,5/10/2024 9:15,0,212,,,,,,,,,,,,,O,,,,,,,,,Good,,,,,,,5/10/2024 9:33
91645432,2024-05-10 19:45:40 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,5/10/2024 9:13,Cruickshank,,Ak bf tm,E3S,CHRL 1,,,,,,,3500,,Cardinal 10 m,S,5,,Depth,207,5/10/2024 9:15,0,207,,,,,,,,,,,,,O,,,,,,,,,Good,,,,,,,5/10/2024 9:33
91645432,2024-05-10 19:45:40 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,5/10/2024 9:13,Cruickshank,,Ak bf tm,E3S,CHRL 1,,,,,,,3500,,Cardinal 10 m,S,2.5,,Depth,166,5/10/2024 9:15,0,166,,,,,,,,,,,,,O,,,,,,,,,Good,,,,,,,5/10/2024 9:33
91645432,2024-05-10 19:45:40 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,5/10/2024 9:13,Cruickshank,,Ak bf tm,E3S,CHRL 1,,,,,,,3500,,Cardinal 10 m,Centre,,,Depth,144,5/10/2024 9:16,0,144,,,,,,,,,,,,,O,,,,,,,,,Good,,,,,,,5/10/2024 9:33
91645432,2024-05-10 19:45:40 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,5/10/2024 9:13,Cruickshank,,Ak bf tm,E3S,CHRL 1,,,,,,,3500,,Cardinal 10 m,N,10,,Depth,120,5/10/2024 9:17,0,120,,,,,,,,,,,,,O,,,,,,,,,Good,,https://drive.google.com/uc?id=1P0ACxPlhrZhjTESrIB-Du1rPAGMNhOuG,,,,,5/10/2024 9:33
91645432,2024-05-10 19:45:40 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,5/10/2024 9:13,Cruickshank,,Ak bf tm,E3S,CHRL 1,,,,,,,3500,,Cardinal 10 m,N,7.5,,Depth,140,5/10/2024 9:17,0,140,,,,,,,,,,,,,O,,,,,,,,,Good,,,,,,,5/10/2024 9:33
91645432,2024-05-10 19:45:40 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,5/10/2024 9:13,Cruickshank,,Ak bf tm,E3S,CHRL 1,,,,,,,3500,,Cardinal 10 m,N,5,,Depth,127,5/10/2024 9:17,0,127,,,,,,,,,,,,,O,,,,,,,,,Good,,,,,,,5/10/2024 9:33
91645432,2024-05-10 19:45:40 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,5/10/2024 9:13,Cruickshank,,Ak bf tm,E3S,CHRL 1,,,,,,,3500,,Cardinal 10 m,N,2.5,,Depth,137,5/10/2024 9:17,0,137,,,,,,,,,,,,,O,,,,,,,,,Good,,,,,,,5/10/2024 9:33
91645432,2024-05-10 19:45:40 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,5/10/2024 9:13,Cruickshank,,Ak bf tm,E3S,CHRL 1,,,,,,,3500,,Cardinal 10 m,E,10,,Depth,136,5/10/2024 9:19,0,136,,,,,,,,,,,,,O,,,,,,,,,Good,,https://drive.google.com/uc?id=1qZmw67etltkGSQF3mgCyPqJyHdKYeRGv,,,,,5/10/2024 9:33
91645432,2024-05-10 19:45:40 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,5/10/2024 9:13,Cruickshank,,Ak bf tm,E3S,CHRL 1,,,,,,,3500,,Cardinal 10 m,E,7.5,,Depth,118,5/10/2024 9:19,0,118,,,,,,,,,,,,,U,,,,,,,,,Good,,,,,,,5/10/2024 9:33
91645432,2024-05-10 19:45:40 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,5/10/2024 9:13,Cruickshank,,Ak bf tm,E3S,CHRL 1,,,,,,,3500,,Cardinal 10 m,E,5,,Depth,94,5/10/2024 9:20,0,94,,,,,,,,,,,,,O,,,,,,,,,Good,,,,,,,5/10/2024 9:33
91645432,2024-05-10 19:45:40 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,5/10/2024 9:13,Cruickshank,,Ak bf tm,E3S,CHRL 1,,,,,,,3500,,Cardinal 10 m,E,2.5,,Depth,128,5/10/2024 9:20,0,128,,,,,,,,,,,,,O,,,,,,,,,Good,,,,,,,5/10/2024 9:33
91645432,2024-05-10 19:45:40 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,5/10/2024 9:13,Cruickshank,,Ak bf tm,E3S,CHRL 1,,,,,,,3500,,Cardinal 10 m,S,10,,Density,205,5/10/2024 9:21,,,180,0,4590,,,,,,,,,180,O,,,,1090,205,88,97.13,0.474,Good,,,,,,,5/10/2024 9:33
91645432,2024-05-10 19:45:40 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,5/10/2024 9:13,Cruickshank,,Ak bf tm,E3S,CHRL 1,,,,,,,3500,,Cardinal 10 m,W,10,,Depth,168,5/10/2024 9:22,0,168,,,,,,,,,,,,,O,,,,,,,,,Good,,https://drive.google.com/uc?id=1uUARXG9_-rHuQX-IIcQz1ZdJzYZV0Uzs,,,,,5/10/2024 9:33
91645432,2024-05-10 19:45:40 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,5/10/2024 9:13,Cruickshank,,Ak bf tm,E3S,CHRL 1,,,,,,,3500,,Cardinal 10 m,W,7.5,,Depth,185,5/10/2024 9:22,0,185,,,,,,,,,,,,,O,,,,,,,,,Good,,,,,,,5/10/2024 9:33
91645432,2024-05-10 19:45:40 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,5/10/2024 9:13,Cruickshank,,Ak bf tm,E3S,CHRL 1,,,,,,,3500,,Cardinal 10 m,W,5,,Depth,170,5/10/2024 9:22,0,170,,,,,,,,,,,,,O,,,,,,,,,Good,,,,,,,5/10/2024 9:33
91645432,2024-05-10 19:45:40 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,5/10/2024 9:13,Cruickshank,,Ak bf tm,E3S,CHRL 1,,,,,,,3500,,Cardinal 10 m,W,2.5,,Depth,155,5/10/2024 9:23,0,155,,,,,,,,,,,,,O,,,,,,,,,Good,,,,,,,5/10/2024 9:33
