submissionid,submissiondatetime,deviceid,username,Survey_Start_Time,Study_Area,Other_Study_Area,User_s_,Plot_ID,Tube_Name,Pre_Survey_Notes,GNSS_Used_,GNSS_Setup,Other_GNSS_Setup,GNSS_Status,GNSS_Height_Rover_to_Snow__cm_,Tare_Weight__g_,Sampling_Design,Type_of_Plot,Point_Observation.Cardinal_Direction,Point_Observation.Distance_From_Centre__m_,Point_Observation.Custom_Distance_From_Centre__m_,Point_Observation.Sample_Type,Point_Observation.Depth__cm_,Point_Observation.Depth__cm_:timestamp,Point_Observation.Number_of_probe_extensions_used_,Point_Observation.Depth_Final__cm_,Point_Observation.Core_Length__cm_,Point_Observation.Plug__cm_,Point_Observation.Mass___Tube__g_,Point_Observation.Multi_Part_Core_,Point_Observation.Multi_Part_Core_Section_Number,Point_Observation.Additional_Measurements.Multi_Part_Core_Section_Number_copy,Point_Observation.Additional_Measurements.New_Depth__cm_,Point_Observation.Additional_Measurements.New_Depth__cm_:timestamp,Point_Observation.Additional_Measurements.Core_Section_Length__cm_,Point_Observation.Additional_Measurements.Plug_,Point_Observation.Additional_Measurements.Mass___Tube,Point_Observation.Core_Length_Final__cm_,Point_Observation.Plot_Features,Point_Observation.Abbreviations,Point_Observation.Core_Features,Point_Observation.Depth_of_Saturation,Point_Observation.Mass_Final__g_,Point_Observation.Depth_Max,Point_Observation.Retrieval____,Point_Observation.SWE__cm_,Point_Observation.Density,Point_Observation.Sample_Rating,Point_Observation.Point_Observation_Notes,Point_Observation.Picture,Snow_Pit_Measurement.Distance_from_centre_of_plot__m_,Snow_Pit_Measurement.Depth_above_ground__cm_,Snow_Pit_Measurement.Temperature___C_,Snow_Pit_Measurement.Density_Notes,Survey_End_TIme
90466174,2024-04-05 18:18:43 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 11:54,Englishman,,Ak bf sm,C3,CHRL 1,,No will survey later,,,,,2890,,Cardinal 10 m,N,10,,Density,53,4/5/2024 12:07,,,51,0,3130,no,,,,,,,,51,U,,,,240,53,96,21.386,0.404,Good,50 cm past 10 min mark,,,,,,4/5/2024 12:23
90466174,2024-04-05 18:18:43 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 11:54,Englishman,,Ak bf sm,C3,CHRL 1,,No will survey later,,,,,2890,,Cardinal 10 m,N,10,,Depth,,,0,,,,,,,,,,,,,,O,,,,,,,,,Good,,https://drive.google.com/uc?id=1ld-oZ0GN9gt_GJXNO7xYPsGTJ-NH0BG2,,,,,4/5/2024 12:23
90466174,2024-04-05 18:18:43 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 11:54,Englishman,,Ak bf sm,C3,CHRL 1,,No will survey later,,,,,2890,,Cardinal 10 m,S,10,,Depth,146,4/5/2024 12:07,0,146,,,,,,,,,,,,,O,,,,,,,,,Good,,https://drive.google.com/uc?id=1H4Dx0ETBCIc4D6teblL78zTMzyuCwfka,,,,,4/5/2024 12:23
90466174,2024-04-05 18:18:43 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 11:54,Englishman,,Ak bf sm,C3,CHRL 1,,No will survey later,,,,,2890,,Cardinal 10 m,S,7.5,,Depth,65,4/5/2024 12:07,0,65,,,,,,,,,,,,,"U,TW",,,,,,,,,Good,,,,,,,4/5/2024 12:23
90466174,2024-04-05 18:18:43 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 11:54,Englishman,,Ak bf sm,C3,CHRL 1,,No will survey later,,,,,2890,,Cardinal 10 m,S,5,,Depth,32,4/5/2024 12:08,0,32,,,,,,,,,,,,,U,,,,,,,,,Good,,,,,,,4/5/2024 12:23
90466174,2024-04-05 18:18:43 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 11:54,Englishman,,Ak bf sm,C3,CHRL 1,,No will survey later,,,,,2890,,Cardinal 10 m,S,2.5,,Depth,30,4/5/2024 12:09,0,30,,,,,,,,,,,,,U,,,,,,,,,Good,,,,,,,4/5/2024 12:23
90466174,2024-04-05 18:18:43 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 11:54,Englishman,,Ak bf sm,C3,CHRL 1,,No will survey later,,,,,2890,,Cardinal 10 m,E,10,,Density,103,4/5/2024 12:10,,,91,0,3330,no,,,,,,,,91,O,,,,440,103,88,39.208,0.381,Good,,,,,,,4/5/2024 12:23
90466174,2024-04-05 18:18:43 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 11:54,Englishman,,Ak bf sm,C3,CHRL 1,,No will survey later,,,,,2890,,Cardinal 10 m,S,10,,Density,165,4/5/2024 12:12,,,151,0,3720,,,,,,,,,151,O,,,,830,165,92,73.961,0.448,Good,,,,,,,4/5/2024 12:23
90466174,2024-04-05 18:18:43 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 11:54,Englishman,,Ak bf sm,C3,CHRL 1,,No will survey later,,,,,2890,,Cardinal 10 m,N,10,,Depth,53,4/5/2024 12:12,0,53,,,,,,,,,,,,,U,,,,,,,,,Good,,,,,,,4/5/2024 12:23
90466174,2024-04-05 18:18:43 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 11:54,Englishman,,Ak bf sm,C3,CHRL 1,,No will survey later,,,,,2890,,Cardinal 10 m,N,7.5,,Depth,65,4/5/2024 12:13,0,65,,,,,,,,,,,,,U,,,,,,,,,Good,,,,,,,4/5/2024 12:23
90466174,2024-04-05 18:18:43 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 11:54,Englishman,,Ak bf sm,C3,CHRL 1,,No will survey later,,,,,2890,,Cardinal 10 m,N,5,,Depth,94,4/5/2024 12:13,0,94,,,,,,,,,,,,,E,,,,,,,,,Good,,,,,,,4/5/2024 12:23
90466174,2024-04-05 18:18:43 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 11:54,Englishman,,Ak bf sm,C3,CHRL 1,,No will survey later,,,,,2890,,Cardinal 10 m,N,2.5,,Depth,112,4/5/2024 12:13,0,112,,,,,,,,,,,,,U,,,,,,,,,Good,,,,,,,4/5/2024 12:23
90466174,2024-04-05 18:18:43 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 11:54,Englishman,,Ak bf sm,C3,CHRL 1,,No will survey later,,,,,2890,,Cardinal 10 m,NW,10,,Depth,140,4/5/2024 12:14,0,140,,,,,,,,,,,,,E,,,,,,,,,Good,,,,,,,4/5/2024 12:23
90466174,2024-04-05 18:18:43 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 11:54,Englishman,,Ak bf sm,C3,CHRL 1,,No will survey later,,,,,2890,,Cardinal 10 m,NW,7.5,,Depth,121,4/5/2024 12:14,0,121,,,,,,,,,,,,,O,,,,,,,,,Good,,,,,,,4/5/2024 12:23
90466174,2024-04-05 18:18:43 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 11:54,Englishman,,Ak bf sm,C3,CHRL 1,,No will survey later,,,,,2890,,Cardinal 10 m,NW,5,,Depth,87,4/5/2024 12:15,0,87,,,,,,,,,,,,,E,,,,,,,,,Good,,,,,,,4/5/2024 12:23
90466174,2024-04-05 18:18:43 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 11:54,Englishman,,Ak bf sm,C3,CHRL 1,,No will survey later,,,,,2890,,Cardinal 10 m,NW,2.5,,Depth,108,4/5/2024 12:16,0,108,,,,,,,,,,,,,E,,,,,,,,,Good,,,,,,,4/5/2024 12:23
90466174,2024-04-05 18:18:43 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 11:54,Englishman,,Ak bf sm,C3,CHRL 1,,No will survey later,,,,,2890,,Cardinal 10 m,Centre,,,Density,110,4/5/2024 12:15,,,109,0,3340,no,,,,,,,,109,E,,,,450,110,99,40.1,0.365,Good,,,,,,,4/5/2024 12:23
90466174,2024-04-05 18:18:43 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 11:54,Englishman,,Ak bf sm,C3,CHRL 1,,No will survey later,,,,,2890,,Cardinal 10 m,SE,10,,Depth,121,4/5/2024 12:17,0,121,,,,,,,,,,,,,O,,,,,,,,,Good,,,,,,,4/5/2024 12:23
90466174,2024-04-05 18:18:43 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 11:54,Englishman,,Ak bf sm,C3,CHRL 1,,No will survey later,,,,,2890,,Cardinal 10 m,SE,7.5,,Depth,41,4/5/2024 12:18,0,41,,,,,,,,,,,,,O,,,,,,,,,Good,,,,,,,4/5/2024 12:23
90466174,2024-04-05 18:18:43 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 11:54,Englishman,,Ak bf sm,C3,CHRL 1,,No will survey later,,,,,2890,,Cardinal 10 m,SE,5,,Depth,29,4/5/2024 12:18,0,29,,,,,,,,,,,,,U,,,,,,,,,Good,,,,,,,4/5/2024 12:23
90466174,2024-04-05 18:18:43 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 11:54,Englishman,,Ak bf sm,C3,CHRL 1,,No will survey later,,,,,2890,,Cardinal 10 m,SE,2.5,,Depth,40,4/5/2024 12:19,0,40,,,,,,,,,,,,,U,,,,,,,,,Good,,,,,,,4/5/2024 12:23
90466174,2024-04-05 18:18:43 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 11:54,Englishman,,Ak bf sm,C3,CHRL 1,,No will survey later,,,,,2890,,Cardinal 10 m,NE,10,,Depth,118,4/5/2024 12:20,0,118,,,,,,,,,,,,,"U,TW",,,,,,,,,Good,,,,,,,4/5/2024 12:23
90466174,2024-04-05 18:18:43 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 11:54,Englishman,,Ak bf sm,C3,CHRL 1,,No will survey later,,,,,2890,,Cardinal 10 m,NE,7.5,,Depth,119,4/5/2024 12:21,0,119,,,,,,,,,,,,,O,,,,,,,,,Good,,,,,,,4/5/2024 12:23
90466174,2024-04-05 18:18:43 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 11:54,Englishman,,Ak bf sm,C3,CHRL 1,,No will survey later,,,,,2890,,Cardinal 10 m,NE,5,,Depth,92,4/5/2024 12:21,0,92,,,,,,,,,,,,,E,,,,,,,,,Good,,,,,,,4/5/2024 12:23
90466174,2024-04-05 18:18:43 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 11:54,Englishman,,Ak bf sm,C3,CHRL 1,,No will survey later,,,,,2890,,Cardinal 10 m,NE,2.5,,Depth,71,4/5/2024 12:21,0,71,,,,,,,,,,,,,U,,,,,,,,,Good,,,,,,,4/5/2024 12:23
90466174,2024-04-05 18:18:43 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 11:54,Englishman,,Ak bf sm,C3,CHRL 1,,No will survey later,,,,,2890,,Cardinal 10 m,SW,10,,Depth,98,4/5/2024 12:22,0,98,,,,,,,,,,,,,O,,,,,,,,,Good,,,,,,,4/5/2024 12:23
90466174,2024-04-05 18:18:43 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 11:54,Englishman,,Ak bf sm,C3,CHRL 1,,No will survey later,,,,,2890,,Cardinal 10 m,SW,7.5,,Depth,31,4/5/2024 12:22,0,31,,,,,,,,,,,,,E,,,,,,,,,Good,,,,,,,4/5/2024 12:23
90466174,2024-04-05 18:18:43 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 11:54,Englishman,,Ak bf sm,C3,CHRL 1,,No will survey later,,,,,2890,,Cardinal 10 m,SW,5,,Depth,68,4/5/2024 12:23,0,68,,,,,,,,,,,,,E,,,,,,,,,Good,,,,,,,4/5/2024 12:23
90466174,2024-04-05 18:18:43 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 11:54,Englishman,,Ak bf sm,C3,CHRL 1,,No will survey later,,,,,2890,,Cardinal 10 m,SW,2.5,,Depth,68,4/5/2024 12:23,0,68,,,,,,,,,,,,,U,,,,,,,,,Good,,,,,,,4/5/2024 12:23
90466167,2024-04-05 18:18:29 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 9:29,Englishman,,Ak bf sm,E1A,CHRL 1,,,,,,,2890,,Cardinal 10 m,E,10,,Density,205,4/5/2024 9:30,,,180,0,3870,,,,,,,,,180,O,,,,980,205,88,87.328,0.426,Good,,,,,,,4/5/2024 9:42
90466167,2024-04-05 18:18:29 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 9:29,Englishman,,Ak bf sm,E1A,CHRL 1,,,,,,,2890,,Cardinal 10 m,S,10,,Density,200,4/5/2024 9:32,,,189,0,3870,,,,,,,,,189,O,,,,980,200,95,87.328,0.437,Good,,,,,,,4/5/2024 9:42
90466167,2024-04-05 18:18:29 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 9:29,Englishman,,Ak bf sm,E1A,CHRL 1,,,,,,,2890,,Cardinal 10 m,NE,10,,Depth,188,4/5/2024 9:33,0,188,,,,,,,,,,,,,O,,,,,,,,,Good,,https://drive.google.com/uc?id=1zSRysq7895YS6P8MhBLK5qbHYsA_WolS,,,,,4/5/2024 9:42
90466167,2024-04-05 18:18:29 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 9:29,Englishman,,Ak bf sm,E1A,CHRL 1,,,,,,,2890,,Cardinal 10 m,NE,7.5,,Depth,157,4/5/2024 9:33,0,157,,,,,,,,,,,,,O,,,,,,,,,Good,,,,,,,4/5/2024 9:42
90466167,2024-04-05 18:18:29 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 9:29,Englishman,,Ak bf sm,E1A,CHRL 1,,,,,,,2890,,Cardinal 10 m,NE,5,,Depth,174,4/5/2024 9:34,0,174,,,,,,,,,,,,,O,,,,,,,,,Good,,,,,,,4/5/2024 9:42
90466167,2024-04-05 18:18:29 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 9:29,Englishman,,Ak bf sm,E1A,CHRL 1,,,,,,,2890,,Cardinal 10 m,NE,2.5,,Depth,163,4/5/2024 9:34,0,163,,,,,,,,,,,,,O,,,,,,,,,Good,,,,,,,4/5/2024 9:42
90466167,2024-04-05 18:18:29 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 9:29,Englishman,,Ak bf sm,E1A,CHRL 1,,,,,,,2890,,Cardinal 10 m,W,10,,Density,192,4/5/2024 9:34,,,185,0,3730,no,,,,,,,,185,O,,,,840,192,96,74.852,0.39,Good,,,,,,,4/5/2024 9:42
90466167,2024-04-05 18:18:29 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 9:29,Englishman,,Ak bf sm,E1A,CHRL 1,,,,,,,2890,,Cardinal 10 m,SW,10,,Depth,206,4/5/2024 9:35,0,206,,,,,,,,,,,,,O,,,,,,,,,Good,,,,,,,4/5/2024 9:42
90466167,2024-04-05 18:18:29 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 9:29,Englishman,,Ak bf sm,E1A,CHRL 1,,,,,,,2890,,Cardinal 10 m,SW,7.5,,Depth,224,4/5/2024 9:36,0,224,,,,,,,,,,,,,O,,,,,,,,,Good,,,,,,,4/5/2024 9:42
90466167,2024-04-05 18:18:29 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 9:29,Englishman,,Ak bf sm,E1A,CHRL 1,,,,,,,2890,,Cardinal 10 m,SW,5,,Depth,200,4/5/2024 9:37,0,200,,,,,,,,,,,,,O,,,,,,,,,Good,,,,,,,4/5/2024 9:42
90466167,2024-04-05 18:18:29 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 9:29,Englishman,,Ak bf sm,E1A,CHRL 1,,,,,,,2890,,Cardinal 10 m,SW,2.5,,Depth,249,4/5/2024 9:37,0,249,,,,,,,,,,,,,O,,,,,,,,,Good,,,,,,,4/5/2024 9:42
90466167,2024-04-05 18:18:29 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 9:29,Englishman,,Ak bf sm,E1A,CHRL 1,,,,,,,2890,,Cardinal 10 m,Centre,,,Density,215,4/5/2024 9:38,,,189,0,3970,,,,,,,,,189,O,,,,1080,215,88,96.239,0.448,Excellent,,,,,,,4/5/2024 9:42
90466167,2024-04-05 18:18:29 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 9:29,Englishman,,Ak bf sm,E1A,CHRL 1,,,,,,,2890,,Cardinal 10 m,N,10,,Density,145,4/5/2024 9:36,,,120,0,3520,no,,,,,,,,120,O,,,,630,145,83,56.139,0.387,Good,40 cm fresh snow,,,,,,4/5/2024 9:42
90466167,2024-04-05 18:18:29 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 9:29,Englishman,,Ak bf sm,E1A,CHRL 1,,,,,,,2890,,Cardinal 10 m,SE,10,,Depth,181,4/5/2024 9:39,0,181,,,,,,,,,,,,,O,,,,,,,,,Good,,,,,,,4/5/2024 9:42
90466167,2024-04-05 18:18:29 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 9:29,Englishman,,Ak bf sm,E1A,CHRL 1,,,,,,,2890,,Cardinal 10 m,SE,7.5,,Depth,226,4/5/2024 9:39,0,226,,,,,,,,,,,,,O,,,,,,,,,Good,,,,,,,4/5/2024 9:42
90466167,2024-04-05 18:18:29 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 9:29,Englishman,,Ak bf sm,E1A,CHRL 1,,,,,,,2890,,Cardinal 10 m,SE,5,,Depth,202,4/5/2024 9:40,0,202,,,,,,,,,,,,,O,,,,,,,,,Good,,,,,,,4/5/2024 9:42
90466167,2024-04-05 18:18:29 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 9:29,Englishman,,Ak bf sm,E1A,CHRL 1,,,,,,,2890,,Cardinal 10 m,,2.5,,Depth,167,4/5/2024 9:40,0,167,,,,,,,,,,,,,O,,,,,,,,,Good,,,,,,,4/5/2024 9:42
90466167,2024-04-05 18:18:29 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 9:29,Englishman,,Ak bf sm,E1A,CHRL 1,,,,,,,2890,,Cardinal 10 m,NW,10,,Depth,182,4/5/2024 9:41,0,182,,,,,,,,,,,,,O,,,,,,,,,Good,,,,,,,4/5/2024 9:42
90466167,2024-04-05 18:18:29 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 9:29,Englishman,,Ak bf sm,E1A,CHRL 1,,,,,,,2890,,Cardinal 10 m,NW,7.5,,Depth,215,4/5/2024 9:41,0,215,,,,,,,,,,,,,O,,,,,,,,,Good,,,,,,,4/5/2024 9:42
90466167,2024-04-05 18:18:29 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 9:29,Englishman,,Ak bf sm,E1A,CHRL 1,,,,,,,2890,,Cardinal 10 m,NW,5,,Depth,249,4/5/2024 9:41,0,249,,,,,,,,,,,,,O,,,,,,,,,Good,,,,,,,4/5/2024 9:42
90466167,2024-04-05 18:18:29 -07:00,iPad_B21591CC-BEAE-44CA-992E-DDB5854CED2F,CHRL-Nikolai Schirmer,4/5/2024 9:29,Englishman,,Ak bf sm,E1A,CHRL 1,,,,,,,2890,,Cardinal 10 m,NW,2.5,,Depth,242,4/5/2024 9:42,0,242,,,,,,,,,,,,,O,,,,,,,,,Good,,,,,,,4/5/2024 9:42
